Sample Index,PPO Waveform,Other Waveform,SpO2,Heart Rate
1378,5,0,99,67
1379,5,0,99,67
1380,4,0,99,67
1381,4,0,99,67
1382,3,0,99,67
1383,3,0,99,67
1384,3,0,99,67
1385,2,0,99,67
1386,2,49,99,67
1387,2,47,99,67
1388,2,45,99,67
1389,1,44,99,67
1390,1,42,99,67
1391,1,42,99,67
1392,1,41,99,67
1393,1,40,99,67
1394,1,39,99,67
1395,0,38,99,67
1396,0,37,99,67
1397,0,37,99,67
1398,1,36,99,67
1399,2,35,99,67
1400,4,34,99,67
1401,7,34,99,67
1402,8,33,99,67
1403,9,34,99,67
1404,11,255,99,67
1405,12,0,99,67
1406,12,0,99,67
1407,12,0,99,67
1408,11,0,99,67
1409,11,0,99,67
1410,10,0,99,67
1411,10,0,99,67
1412,9,0,99,67
1413,9,77,99,67
1414,8,76,99,67
1415,8,75,99,67
1416,7,73,99,67
1417,7,71,99,67
1418,7,69,99,67
1419,7,67,99,67
1420,7,65,99,67
1421,7,65,99,67
1422,6,65,99,67
1423,6,64,99,67
1424,6,64,99,67
1425,5,64,99,67
1426,5,63,99,67
1427,5,61,99,67
1428,4,60,99,67
1429,4,58,99,67
1430,4,56,99,67
1431,3,255,99,67
1432,3,0,99,67
1433,2,0,99,67
1434,2,0,99,67
1435,2,0,99,67
1436,1,0,99,67
1437,1,0,99,67
1438,1,0,99,67
1439,1,0,99,67
1440,0,39,99,67
1441,0,38,99,67
1442,0,37,99,67
1443,0,36,99,67
1444,0,36,99,67
1445,0,37,99,67
1446,0,42,99,67
1447,0,50,99,67
1448,0,60,99,67
1449,0,70,99,67
1450,1,79,99,67
1451,3,84,99,67
1452,5,86,99,67
1453,8,214,99,67
1454,10,85,99,67
1455,10,83,99,67
1456,11,80,99,67
1457,12,78,99,67
1458,12,255,99,67
1459,11,0,99,67
1460,11,0,99,67
1461,10,0,99,67
1462,10,0,99,67
1463,9,0,99,67
1464,9,0,99,67
1465,8,0,99,67
1466,8,0,99,67
1467,7,61,99,67
1468,7,60,99,67
1469,7,59,99,67
1470,7,57,99,67
1471,7,55,99,67
1472,7,53,99,67
1473,7,51,99,67
1474,7,50,99,67
1475,7,48,99,67
1476,6,46,99,67
1477,6,44,99,67
1478,6,43,99,67
1479,5,42,99,67
1480,5,40,99,67
1481,4,39,99,67
1482,4,38,99,67
1483,4,37,99,67
1484,4,36,99,67
1485,3,255,99,67
1486,3,0,99,67
1487,3,0,99,67
1488,2,0,99,67
1489,2,0,99,67
1490,2,0,99,67
1491,2,0,99,67
1492,2,0,99,67
1493,2,0,99,67
1494,1,80,99,67
1495,1,79,99,67
1496,1,76,99,67
1497,1,74,99,67
1498,1,71,99,67
1499,1,69,99,67
1500,1,66,99,67
1501,3,64,99,67
1502,5,62,99,67
1503,7,61,99,67
1504,9,60,99,67
1505,10,60,99,67
1506,10,60,99,67
1507,10,61,99,67
1508,10,61,99,67
1509,10,60,99,67
1510,9,59,99,67
1511,9,58,99,67
1512,8,255,99,67
1513,8,0,99,67
1514,7,0,99,67
1515,6,0,99,67
1516,6,0,99,67
1517,5,0,99,67
1518,5,0,99,67
1519,5,0,99,67
1520,5,0,99,67
1521,6,39,99,67
1522,6,37,99,67
1523,6,37,99,67
1524,5,35,99,67
1525,5,35,99,67
1526,5,37,99,67
1527,4,40,99,67
1528,4,47,99,67
1529,3,55,99,67
1530,3,64,99,67
1531,3,71,99,67
1532,2,76,99,67
1533,2,78,99,67
1534,1,206,99,67
1535,1,76,99,67
1536,1,74,99,67
1537,1,72,99,67
1538,1,70,99,67
1539,0,255,99,67
1540,0,0,99,67
1541,0,0,99,67
1542,0,0,99,67
1543,0,0,99,67
1544,0,0,99,67
1545,0,0,99,67
1546,0,0,99,67
1547,0,0,99,67
1548,0,56,99,67
1549,2,55,99,67
1550,4,53,99,67
1551,7,51,99,67
1552,9,50,99,67
1553,11,48,99,67
1554,11,46,99,67
1555,12,45,99,67
1556,12,43,99,67
1557,11,42,99,67
1558,11,40,99,67
1559,10,39,99,67
1560,10,38,99,67
1561,10,37,99,67
1562,9,36,99,67
1563,9,35,99,67
1564,8,35,99,67
1565,8,34,99,67
1566,7,255,99,67
1567,7,0,99,67
1568,7,0,99,67
1569,7,0,99,67
1570,7,0,99,67
1571,7,0,99,67
1572,7,0,99,67
1573,7,0,99,67
1574,6,0,99,67
1575,6,71,99,67
1576,5,70,99,67
1577,5,69,99,67
1578,5,68,99,67
1579,4,66,99,67
1580,4,64,99,67
1581,3,62,99,67
1582,3,60,99,67
1583,2,58,99,67
1584,2,57,99,67
1585,2,56,99,67
1586,2,56,99,67
1587,1,56,99,67
1588,1,56,99,67
1589,1,55,99,67
1590,1,55,99,67
1591,1,53,99,67
1592,0,51,99,67
1593,0,255,99,67
1594,0,0,99,67
1595,0,0,99,67
1596,2,0,99,67
1597,3,0,99,67
1598,5,0,99,67
1599,8,0,99,67
1600,10,0,99,67
1601,11,0,99,67
1602,11,35,99,67
1603,11,34,99,67
1604,11,33,99,67
1605,11,32,99,67
1606,10,31,99,67
1607,9,30,99,67
1608,9,32,99,67
1609,8,35,99,67
1610,8,37,99,67
1611,7,41,99,67
1612,7,49,99,67
1613,6,56,99,67
1614,6,62,99,67
1615,6,66,99,67
1616,6,67,99,67
1617,6,66,99,67
1618,6,65,99,67
1619,6,64,99,67
1620,6,255,99,68
1621,5,0,99,68
1622,5,0,99,68
1623,5,0,99,68
1624,4,0,99,68
1625,4,0,99,68
1626,3,0,99,68
1627,3,0,99,68
1628,2,0,99,68
1629,2,50,99,68
1630,1,50,99,68
1631,1,49,99,68
1632,1,47,99,68
1633,0,46,99,68
1634,0,45,99,68
1635,0,44,99,68
1636,0,42,99,68
1637,0,40,99,68
1638,0,39,99,68
1639,0,37,99,68
1640,0,36,99,68
1641,0,35,99,68
1642,1,34,99,68
1643,3,33,99,68
1644,4,32,99,68
1645,5,31,99,68
1646,7,30,99,68
1647,9,255,99,68
1648,10,0,99,68
1649,11,0,99,68
1650,10,0,99,68
1651,10,0,99,68
1652,9,0,99,68
1653,9,0,99,68
1654,8,0,99,68
1655,8,0,99,68
1656,7,41,99,68
1657,7,45,99,68
1658,6,49,99,68
1659,6,54,99,68
1660,6,58,99,68
1661,6,59,99,68
1662,6,59,99,68
1663,6,58,99,68
1664,6,56,99,68
1665,6,55,99,68
1666,6,53,99,68
1667,5,52,99,68
1668,5,50,99,68
1669,4,50,99,68
1670,4,49,99,68
1671,3,48,99,68
1672,3,47,99,68
1673,3,47,99,68
1674,3,255,99,68
1675,2,0,99,68
1676,2,0,99,68
1677,1,0,99,68
1678,1,0,99,68
1679,1,0,99,68
1680,1,0,99,68
1681,0,0,99,68
1682,0,0,99,68
1683,0,37,99,68
1684,0,36,99,68
1685,0,35,99,68
1686,1,34,99,68
1687,2,33,99,68
1688,4,32,99,68
1689,6,32,99,68
1690,8,31,99,68
1691,9,30,99,68
1692,10,30,99,68
1693,9,29,99,68
1694,9,29,99,68
1695,9,28,99,68
1696,8,27,99,68
1697,8,26,99,68
1698,8,25,99,68
1699,7,26,99,68
1700,7,28,99,68
